Zip Code,Size of adjusted gross income,Number of returns,Real estate taxes,Home mortgage interest paid ,Total charitable contributions,Taxable income,Income tax
,,,,,,,
,,-1,-69,-75,-85,-91,-133
75964,"$200,000 or more",70,342,432,678,19632,4728
,,,,,,,
75965,,6890,5539,6344,10459,318090,62232
75965,"$1 under $25,000",2700,196,216,241,6728,588
75965,"$25,000 under $50,000",1530,432,533,689,28265,2962
75965,"$50,000 under $75,000",890,609,764,1066,35770,4417
75965,"$75,000 under $100,000",610,724,982,1260,36952,4859
75965,"$100,000 under $200,000",900,1881,2268,3506,93339,15389
75965,"$200,000 or more",260,1697,1581,3697,117036,34017
,,,,,,,
75966,,1640,374,548,1069,41811,5913
75966,"$1 under $25,000",760,0,100,0,1312,124
75966,"$25,000 under $50,000",370,95,0,250,6160,620
75966,"$50,000 under $75,000",200,69,105,202,7683,919
75966,"$75,000 under $100,000",140,61,125,164,8545,1204
75966,"$100,000 under $200,000",170,149,218,453,18111,3046
75966,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75968,,740,130,245,345,19819,2837
75968,"$1 under $25,000",310,0,0,0,507,48
75968,"$25,000 under $50,000",170,0,0,0,2712,268
75968,"$50,000 under $75,000",110,64,106,188,3964,482
75968,"$75,000 under $100,000",70,0,0,0,3822,479
75968,"$100,000 under $200,000",80,66,139,157,8814,1560
75968,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75969,,1510,525,755,986,43838,6543
75969,"$1 under $25,000",620,0,0,0,1372,132
75969,"$25,000 under $50,000",380,92,219,164,6648,701
75969,"$50,000 under $75,000",230,71,0,151,9070,1044
75969,"$75,000 under $100,000",140,73,108,164,8004,1026
75969,"$100,000 under $200,000",120,289,428,507,10981,1735
75969,"$200,000 or more",20,0,0,0,7763,1905
,,,,,,,
75972,,2430,492,684,1671,52748,7457
75972,"$1 under $25,000",1140,77,108,124,1815,170
75972,"$25,000 under $50,000",640,82,148,401,10550,1087
75972,"$50,000 under $75,000",310,84,114,280,11563,1433
75972,"$75,000 under $100,000",170,64,94,243,9920,1325
75972,"$100,000 under $200,000",140,185,220,623,13148,2153
75972,"$200,000 or more",30,0,0,0,5752,1289
,,,,,,,
75973,,930,230,424,819,27598,4266
75973,"$1 under $25,000",370,0,0,0,661,63
75973,"$25,000 under $50,000",260,0,0,133,4201,430
75973,"$50,000 under $75,000",130,124,243,126,4898,589
75973,"$75,000 under $100,000",80,0,0,172,4519,562
75973,"$100,000 under $200,000",90,106,181,388,13319,2622
75973,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75974,,1200,272,541,730,27469,3708
75974,"$1 under $25,000",500,0,0,0,894,75
75974,"$25,000 under $50,000",380,38,0,167,5566,498
75974,"$50,000 under $75,000",140,43,308,122,5475,658
75974,"$75,000 under $100,000",80,71,0,190,4760,597
75974,"$100,000 under $200,000",100,120,233,251,10774,1880
75974,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75975,,1330,233,602,857,37202,5796
75975,"$1 under $25,000",560,0,0,0,1036,97
75975,"$25,000 under $50,000",370,38,0,208,5796,546
75975,"$50,000 under $75,000",180,40,213,208,6699,757
75975,"$75,000 under $100,000",90,32,103,130,5686,710
75975,"$100,000 under $200,000",130,123,286,311,17985,3686
75975,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75977,,240,0,0,0,4338,545
75977,"$1 under $25,000",120,0,0,0,194,17
75977,"$25,000 under $50,000",70,0,0,0,1090,103
75977,"$50,000 under $75,000",20,0,0,0,729,85
75977,"$75,000 under $100,000",30,0,0,0,2325,340
75977,"$100,000 under $200,000",0,0,0,0,0,0
75977,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
75979,,3120,1045,1327,2151,92962,14110
75979,"$1 under $25,000",1340,85,0,121,2449,229
75979,"$25,000 under $50,000",830,139,271,250,13891,1373
75979,"$50,000 under $75,000",410,151,163,279,16379,1973
75979,"$75,000 under $100,000",260,171,230,377,15568,2027
75979,"$100,000 under $200,000",240,293,663,696,23064,3719
75979,"$200,000 or more",40,206,0,428,21611,4789
,,,,,,,
75980,,940,300,387,379,30460,4672
75980,"$1 under $25,000",370,0,104,78,625,60
75980,"$25,000 under $50,000",240,90,0,0,4040,410
75980,"$50,000 under $75,000",130,68,124,112,4912,592
75980,"$75,000 under $100,000",90,0,0,0,5668,754
75980,"$100,000 under $200,000",110,142,159,189,15215,2856
75980,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76001,,14890,22878,24074,28672,669474,116844
76001,"$1 under $25,000",5050,780,922,618,11844,1016
76001,"$25,000 under $50,000",3230,2221,2789,2412,56262,5576
76001,"$50,000 under $75,000",2090,3285,3862,3261,78676,9424
76001,"$75,000 under $100,000",1500,3425,3961,4080,89581,12116
76001,"$100,000 under $200,000",2490,9659,9760,10221,256122,42727
76001,"$200,000 or more",530,3508,2780,8080,176989,45985
,,,,,,,
76002,,15120,19010,24831,22641,495864,70370
76002,"$1 under $25,000",5140,842,1241,616,11883,991
76002,"$25,000 under $50,000",3590,2861,3832,3436,60707,5699
76002,"$50,000 under $75,000",2480,4420,6011,4945,91228,10462
76002,"$75,000 under $100,000",1740,4456,5684,4769,101293,13179
76002,"$100,000 under $200,000",2030,5919,7553,7586,198491,32441
76002,"$200,000 or more",140,512,510,1289,32262,7598
,,,,,,,
76006,,13520,11097,9842,17915,545256,101950
76006,"$1 under $25,000",5050,448,348,692,15960,1279
76006,"$25,000 under $50,000",4520,726,934,2911,88087,9287
76006,"$50,000 under $75,000",1730,1193,1159,1784,72490,9994
76006,"$75,000 under $100,000",720,1117,1227,1275,45900,6994
76006,"$100,000 under $200,000",1030,3673,3445,3853,112892,19924
76006,"$200,000 or more",470,3940,2729,7400,209927,54472
,,,,,,,
76008,,7640,27939,29621,26601,803521,177232
76008,"$1 under $25,000",1850,545,443,223,4197,395
76008,"$25,000 under $50,000",980,1187,898,646,17422,1796
76008,"$50,000 under $75,000",760,1597,1725,997,28489,3326
76008,"$75,000 under $100,000",750,2457,2735,1737,43703,5620
76008,"$100,000 under $200,000",2070,10897,12420,7495,223118,37469
76008,"$200,000 or more",1230,11256,11400,15503,486592,128626
,,,,,,,
76009,,9040,3958,6329,6408,257288,38690
76009,"$1 under $25,000",3580,214,395,286,8094,752
76009,"$25,000 under $50,000",2500,445,765,1075,40684,4011
76009,"$50,000 under $75,000",1320,690,1204,894,49943,5839
76009,"$75,000 under $100,000",750,663,1188,1009,44723,5801
76009,"$100,000 under $200,000",780,1430,2181,2158,77649,12698
76009,"$200,000 or more",110,516,596,986,36195,9589
,,,,,,,
76010,,21980,2321,3842,9685,270731,31071
76010,"$1 under $25,000",11890,210,397,962,23428,1880
76010,"$25,000 under $50,000",7170,717,1442,4657,99404,8737
76010,"$50,000 under $75,000",1930,570,989,1987,68084,7673
76010,"$75,000 under $100,000",610,336,458,939,36251,4912
76010,"$100,000 under $200,000",350,488,556,1140,34876,5896
76010,"$200,000 or more",30,0,0,0,8688,1973
,,,,,,,
76011,,10670,3726,3527,7549,264196,47030
76011,"$1 under $25,000",5160,153,174,472,13358,1101
76011,"$25,000 under $50,000",3450,394,460,1977,59352,5934
76011,"$50,000 under $75,000",1090,439,554,1244,43643,5871
76011,"$75,000 under $100,000",370,419,449,752,23641,3643
76011,"$100,000 under $200,000",450,1167,1068,1551,49341,8880
76011,"$200,000 or more",150,1154,822,1553,74861,21601
,,,,,,,
76012,,12960,15983,14861,24503,653434,123637
76012,"$1 under $25,000",4580,615,597,470,10467,916
76012,"$25,000 under $50,000",2980,1357,1249,1867,53868,5649
76012,"$50,000 under $75,000",1640,1843,2023,2329,66291,8578
76012,"$75,000 under $100,000",1130,2035,2140,2261,71172,10188
76012,"$100,000 under $200,000",1990,6057,5817,7167,217274,37587
76012,"$200,000 or more",640,4076,3035,10409,234362,60719
,,,,,,,
76013,,14770,13117,13451,21534,614153,107077
76013,"$1 under $25,000",5620,542,509,541,14364,1207
76013,"$25,000 under $50,000",3550,1329,1604,2001,68081,7217
76013,"$50,000 under $75,000",1990,1925,2181,2238,80738,10346
76013,"$75,000 under $100,000",1280,1810,2092,2091,80021,11206
76013,"$100,000 under $200,000",1820,4612,4645,6407,193098,32993
76013,"$200,000 or more",510,2899,2420,8256,177851,44108
,,,,,,,
76014,,15850,2587,4040,8649,267391,33190
76014,"$1 under $25,000",7580,292,474,607,16838,1367
76014,"$25,000 under $50,000",5150,782,1337,3196,80942,7439
76014,"$50,000 under $75,000",1900,705,1152,2282,70089,8346
76014,"$75,000 under $100,000",740,339,498,1402,44523,6080
76014,"$100,000 under $200,000",450,469,579,1162,45202,7671
76014,"$200,000 or more",30,0,0,0,9797,2287
,,,,,,,
76015,,8400,4060,4541,7523,270537,45156
76015,"$1 under $25,000",3260,245,272,348,8280,713
76015,"$25,000 under $50,000",2430,593,815,1205,44503,4558
76015,"$50,000 under $75,000",1230,672,865,1426,49672,6458
76015,"$75,000 under $100,000",650,598,760,1089,40887,5827
76015,"$100,000 under $200,000",710,1269,1447,2089,73139,12575
76015,"$200,000 or more",120,683,382,1366,54056,15025
,,,,,,,
76016,,15060,26357,24381,35180,962467,189162
76016,"$1 under $25,000",4250,1082,952,594,11109,1028
76016,"$25,000 under $50,000",2930,1847,1838,1619,58111,6250
76016,"$50,000 under $75,000",2250,2892,3232,2835,90980,11710
76016,"$75,000 under $100,000",1720,3200,3171,3298,105675,14266
76016,"$100,000 under $200,000",2900,9510,9405,11101,305650,51466
76016,"$200,000 or more",1010,7826,5783,15733,390942,104442
,,,,,,,
76017,,22120,25266,25617,33383,970960,171008
76017,"$1 under $25,000",7270,1085,1309,989,18457,1668
76017,"$25,000 under $50,000",5540,2708,3241,3654,103261,10639
76017,"$50,000 under $75,000",3370,3848,4546,4724,135539,17419
76017,"$75,000 under $100,000",2240,4288,4559,4664,137810,19372
76017,"$100,000 under $200,000",2960,8486,8572,10779,306798,51806
76017,"$200,000 or more",740,4851,3390,8573,269095,70104
,,,,,,,
76018,,13230,7279,10343,12290,354220,49354
76018,"$1 under $25,000",5060,429,640,494,12402,1042
76018,"$25,000 under $50,000",3740,1717,2525,2481,65321,6405
76018,"$50,000 under $75,000",2190,2020,2993,3224,83753,10199
76018,"$75,000 under $100,000",1110,1227,1834,2121,67755,9158
76018,"$100,000 under $200,000",1040,1679,2127,3357,102674,17097
76018,"$200,000 or more",90,207,224,613,22315,5453
,,,,,,,
76020,,12880,13646,17312,15948,579740,103308
76020,"$1 under $25,000",4380,564,717,382,9861,927
76020,"$25,000 under $50,000",2940,1081,1348,1064,52887,5486
76020,"$50,000 under $75,000",1890,1519,2126,1429,73785,9028
76020,"$75,000 under $100,000",1400,2093,3016,1881,85995,11573
76020,"$100,000 under $200,000",1840,5557,7271,5789,188817,31412
76020,"$200,000 or more",430,2832,2834,5403,168395,44882
,,,,,,,
76021,,18010,23740,24065,26430,882966,153931
76021,"$1 under $25,000",5060,930,805,700,14805,1314
76021,"$25,000 under $50,000",4460,1971,2078,2298,90048,9850
76021,"$50,000 under $75,000",2770,3287,3666,3231,115335,15553
76021,"$75,000 under $100,000",1870,3788,4001,3258,118086,17110
76021,"$100,000 under $200,000",3160,9916,10386,10995,338875,58503
76021,"$200,000 or more",690,3848,3129,5948,205817,51601
,,,,,,,
76022,,7350,4068,5117,6826,244930,38316
76022,"$1 under $25,000",2440,236,305,327,7109,640
76022,"$25,000 under $50,000",2280,593,757,1014,44576,4805
76022,"$50,000 under $75,000",1250,916,1296,1366,51405,6846
76022,"$75,000 under $100,000",610,694,914,1041,38350,5467
76022,"$100,000 under $200,000",670,1217,1496,2094,68662,11701
76022,"$200,000 or more",100,412,349,984,34828,8857
,,,,,,,
76023,,2800,1759,3138,2417,96012,14219
76023,"$1 under $25,000",970,81,137,62,2361,232
76023,"$25,000 under $50,000",680,193,348,293,11546,1184
76023,"$50,000 under $75,000",470,312,474,425,18135,2220
76023,"$75,000 under $100,000",290,317,576,356,17695,2291
76023,"$100,000 under $200,000",330,596,1197,884,32199,5123
76023,"$200,000 or more",60,260,406,397,14076,3169
,,,,,,,
76028,,31290,43774,52553,46593,1454963,244485
76028,"$1 under $25,000",9530,1553,1842,986,22593,2085
76028,"$25,000 under $50,000",6680,3781,4524,3602,122183,12587
76028,"$50,000 under $75,000",4730,6054,7480,5337,184665,22399
76028,"$75,000 under $100,000",3830,7161,9076,6945,231613,30407
76028,"$100,000 under $200,000",5390,17625,21883,17475,547347,89830
76028,"$200,000 or more",1130,7600,7748,12248,346562,87177
,,,,,,,
76031,,6840,3500,4638,6896,182964,27645
76031,"$1 under $25,000",2980,181,264,322,6137,564
76031,"$25,000 under $50,000",1850,414,495,883,28717,2815
76031,"$50,000 under $75,000",840,485,699,815,30899,3537
76031,"$75,000 under $100,000",480,554,750,964,28614,3666
76031,"$100,000 under $200,000",590,1399,1871,2664,58963,9549
76031,"$200,000 or more",100,467,559,1248,29634,7514
,,,,,,,
76033,,11550,8437,9226,14311,413025,69819
76033,"$1 under $25,000",4310,430,491,449,9673,906
76033,"$25,000 under $50,000",3160,1015,1147,1539,54619,5417
76033,"$50,000 under $75,000",1610,1196,1348,1808,61026,7182
76033,"$75,000 under $100,000",1000,1267,1505,1900,59979,7801
76033,"$100,000 under $200,000",1180,3013,3319,4856,120849,19885
76033,"$200,000 or more",290,1516,1416,3759,106879,28628
,,,,,,,
76034,,12100,80790,63866,86411,2388382,625045
76034,"$1 under $25,000",2710,977,749,315,5841,543
76034,"$25,000 under $50,000",1130,1973,1454,986,21441,2391
76034,"$50,000 under $75,000",890,2670,1905,1459,34485,4589
76034,"$75,000 under $100,000",800,4012,3069,2267,46870,6595
76034,"$100,000 under $200,000",2740,20384,17330,13502,302728,52431
76034,"$200,000 or more",3830,50774,39359,67882,1977017,558496
,,,,,,,
76035,,830,1707,1916,1730,52842,10050
76035,"$1 under $25,000",240,105,0,0,472,44
76035,"$25,000 under $50,000",170,0,246,210,2956,314
76035,"$50,000 under $75,000",90,74,0,0,3497,437
76035,"$75,000 under $100,000",80,140,189,151,5030,679
76035,"$100,000 under $200,000",170,777,910,711,18055,3130
76035,"$200,000 or more",80,611,571,658,22832,5446
,,,,,,,
76036,,12400,13431,17787,15789,454198,70086
76036,"$1 under $25,000",4080,714,984,395,10166,920
76036,"$25,000 under $50,000",3140,1796,2429,1754,56046,5623
76036,"$50,000 under $75,000",1970,2736,3829,2779,74786,8869
76036,"$75,000 under $100,000",1350,2510,3325,2676,81336,10790
76036,"$100,000 under $200,000",1610,4413,5708,5483,163578,27095
76036,"$200,000 or more",250,1262,1512,2702,68286,16789
,,,,,,,
76039,,18950,16437,19247,19351,786439,130178
76039,"$1 under $25,000",5360,509,707,485,15552,1387
76039,"$25,000 under $50,000",5390,1648,2068,2536,109962,12043
76039,"$50,000 under $75,000",3460,2345,2960,3160,145398,19784
76039,"$75,000 under $100,000",1890,2685,3158,2907,120274,18032
76039,"$100,000 under $200,000",2340,6423,7394,6310,248098,43635
76039,"$200,000 or more",510,2827,2960,3953,147155,35297
,,,,,,,
76040,,14030,9072,11402,12665,410941,61643
76040,"$1 under $25,000",5340,320,429,587,14027,1206
76040,"$25,000 under $50,000",4210,1070,1450,2457,73565,7481
76040,"$50,000 under $75,000",1890,1768,2344,2210,74349,9563
76040,"$75,000 under $100,000",1090,1769,2164,2014,66615,9271
76040,"$100,000 under $200,000",1330,3523,4298,4032,137541,23243
76040,"$200,000 or more",170,622,717,1365,44844,10879
,,,,,,,
76041,,170,0,95,0,4726,623
76041,"$1 under $25,000",60,0,0,0,115,11
76041,"$25,000 under $50,000",40,0,95,0,649,63
76041,"$50,000 under $75,000",40,0,0,0,1471,197
76041,"$75,000 under $100,000",30,0,0,0,2491,352
76041,"$100,000 under $200,000",0,0,0,0,0,0
76041,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76043,,3090,2574,4321,5274,131051,21707
76043,"$1 under $25,000",1100,75,0,93,2241,210
76043,"$25,000 under $50,000",660,240,392,426,10551,1049
76043,"$50,000 under $75,000",410,253,520,527,15688,1854
76043,"$75,000 under $100,000",330,410,745,632,19447,2472
76043,"$100,000 under $200,000",470,982,1779,1510,48793,7968
76043,"$200,000 or more",120,614,885,2086,34331,8154
,,,,,,,
76044,,1960,1756,2935,1971,78946,12720
76044,"$1 under $25,000",660,44,0,42,1483,136
76044,"$25,000 under $50,000",440,136,376,217,7387,740
76044,"$50,000 under $75,000",290,273,374,232,10738,1235
76044,"$75,000 under $100,000",210,276,512,255,12376,1593
76044,"$100,000 under $200,000",290,683,1191,747,29742,4917
76044,"$200,000 or more",70,344,482,478,17220,4099
,,,,,,,
76048,,10490,10137,12155,12988,440405,77985
76048,"$1 under $25,000",4000,543,491,399,8857,841
76048,"$25,000 under $50,000",2560,883,1306,902,44129,4660
76048,"$50,000 under $75,000",1420,1242,1672,1604,54527,6702
76048,"$75,000 under $100,000",890,1087,1471,1369,54187,7276
76048,"$100,000 under $200,000",1240,3481,4184,3568,129937,21871
76048,"$200,000 or more",380,2901,3031,5146,148768,36635
,,,,,,,
76049,,13150,18365,25165,32977,780978,143590
76049,"$1 under $25,000",3940,832,1105,560,8599,843
76049,"$25,000 under $50,000",2490,1469,2040,1550,43172,4469
76049,"$50,000 under $75,000",1860,2105,3011,2416,72015,8869
76049,"$75,000 under $100,000",1510,2514,3845,2717,91003,12076
76049,"$100,000 under $200,000",2580,7230,10140,8638,269092,44703
76049,"$200,000 or more",770,4215,5024,17096,297097,72630
,,,,,,,
76050,,2820,2244,3681,3235,122108,21270
76050,"$1 under $25,000",930,116,139,98,2048,191
76050,"$25,000 under $50,000",640,218,295,262,10894,1057
76050,"$50,000 under $75,000",470,329,630,485,17816,2045
76050,"$75,000 under $100,000",300,376,663,423,17735,2265
76050,"$100,000 under $200,000",390,771,1410,993,39716,6365
76050,"$200,000 or more",90,434,544,974,33899,9347
,,,,,,,
76051,,23920,48399,49300,48887,1658324,331805
76051,"$1 under $25,000",6450,1044,922,616,17402,1565
76051,"$25,000 under $50,000",4740,2375,2239,1997,93946,10434
76051,"$50,000 under $75,000",3220,3724,3806,3195,137120,18925
76051,"$75,000 under $100,000",2330,4853,5214,3687,148684,22471
76051,"$100,000 under $200,000",5010,20807,22293,17444,550462,97043
76051,"$200,000 or more",2170,15596,14826,21948,710710,181367
,,,,,,,
76052,,9130,25177,30262,18837,560907,97492
76052,"$1 under $25,000",2150,532,635,231,5958,550
76052,"$25,000 under $50,000",1420,1406,1764,889,26402,2656
76052,"$50,000 under $75,000",1330,2888,3452,1671,50279,5722
76052,"$75,000 under $100,000",1260,3819,4751,2372,73673,9336
76052,"$100,000 under $200,000",2360,11760,14337,7679,240216,39375
76052,"$200,000 or more",610,4772,5323,5995,164379,39853
,,,,,,,
76053,,14540,7822,10097,11830,431051,66206
76053,"$1 under $25,000",5560,451,607,533,13872,1246
76053,"$25,000 under $50,000",4170,1093,1514,1993,74201,7699
76053,"$50,000 under $75,000",2210,1777,2450,2235,89179,11465
76053,"$75,000 under $100,000",1180,1425,1759,1936,73495,10174
76053,"$100,000 under $200,000",1270,2520,3237,4033,128457,21476
76053,"$200,000 or more",150,556,530,1100,51847,14146
,,,,,,,
76054,,6190,13080,12866,14692,388048,71437
76054,"$1 under $25,000",1540,458,482,272,3764,338
76054,"$25,000 under $50,000",1060,939,866,905,20507,2264
76054,"$50,000 under $75,000",870,1431,1402,1263,35403,4661
76054,"$75,000 under $100,000",750,1815,1820,1605,46264,6495
76054,"$100,000 under $200,000",1570,5960,6081,6312,166527,28283
76054,"$200,000 or more",400,2477,2215,4335,115583,29396
,,,,,,,
76055,,1160,424,622,633,29394,4006
76055,"$1 under $25,000",480,0,133,0,951,88
76055,"$25,000 under $50,000",320,71,0,166,5139,514
76055,"$50,000 under $75,000",160,83,85,191,5729,605
76055,"$75,000 under $100,000",100,0,0,0,5809,737
76055,"$100,000 under $200,000",100,270,404,276,11766,2062
76055,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
76058,,8130,4911,6757,5619,251886,37406
76058,"$1 under $25,000",3180,245,442,262,7105,657
76058,"$25,000 under $50,000",2080,543,856,677,34916,3456
76058,"$50,000 under $75,000",1160,764,1110,847,43596,5034
76058,"$75,000 under $100,000",770,887,1316,913,46103,5916
76058,"$100,000 under $200,000",830,1981,2569,2006,84351,13947
76058,"$200,000 or more",110,491,464,914,35815,8396
,,,,,,,
76059,,2130,1062,1145,3504,48606,6970
76059,"$1 under $25,000",1030,68,0,114,2033,170
76059,"$25,000 under $50,000",540,117,141,460,8086,760
76059,"$50,000 under $75,000",250,221,245,638,9108,1057
76059,"$75,000 under $100,000",150,214,220,580,8675,1124
76059,"$100,000 under $200,000",140,442,539,1712,13721,2221
76059,"$200,000 or more",20,0,0,0,6983,1638
,,,,,,,
76060,,3790,7752,7681,7103,181127,32680
76060,"$1 under $25,000",1290,230,298,144,3194,297
76060,"$25,000 under $50,000",800,507,524,426,13823,1543
76060,"$50,000 under $75,000",480,760,766,737,17839,2193
76060,"$75,000 under $100,000",350,1067,1062,949,20701,2805
76060,"$100,000 under $200,000",670,3499,3625,2754,68031,11319
