"ZIP
code [1]",Size of adjusted gross income,Number of returns,Real estate taxes,Mortgage interest paid,Total Charitable Contributions,Taxable income,Income tax
,,,,,,,
,,-1,-60,-64,-66,-68,-100
79413,"$50,000 under $75,000",1300,796,1116,1462,52312,6439
79413,"$75,000 under $100,000",770,760,1084,1430,48719,6592
79413,"$100,000 under $200,000",840,1398,1787,3374,87064,14692
79413,"$200,000 or more",170,656,589,3151,55777,14637
,,,,,,,
79414,,7950,1113,1947,2461,165895,22830
79414,"$1 under $25,000",3850,109,184,149,12050,1039
79414,"$25,000 under $50,000",2410,241,480,489,47390,4980
79414,"$50,000 under $75,000",940,222,416,477,38436,4770
79414,"$75,000 under $100,000",430,202,333,521,26904,3682
79414,"$100,000 under $200,000",280,339,534,825,28570,4946
79414,"$200,000 or more",40,0,0,0,12545,3413
,,,,,,,
79415,,6640,879,1469,1490,98344,13737
79415,"$1 under $25,000",4190,48,0,59,10407,872
79415,"$25,000 under $50,000",1600,142,283,147,27022,2611
79415,"$50,000 under $75,000",460,133,270,298,17884,2139
79415,"$75,000 under $100,000",180,122,259,184,11283,1432
79415,"$100,000 under $200,000",170,242,420,486,17469,2911
79415,"$200,000 or more",40,192,237,316,14279,3772
,,,,,,,
79416,,14120,8585,11298,16033,520231,95356
79416,"$1 under $25,000",5950,374,489,332,17549,1489
79416,"$25,000 under $50,000",3540,911,1454,1085,67625,6872
79416,"$50,000 under $75,000",1890,1193,1857,1616,75928,9231
79416,"$75,000 under $100,000",1160,1205,1805,1889,71074,9258
79416,"$100,000 under $200,000",1210,2427,3380,4243,123805,20915
79416,"$200,000 or more",370,2475,2313,6868,164250,47591
,,,,,,,
79423,,16110,16172,20668,24975,808503,152847
79423,"$1 under $25,000",5480,640,762,489,15008,1300
79423,"$25,000 under $50,000",3910,1529,2400,1464,75964,7821
79423,"$50,000 under $75,000",2550,2224,3214,2561,102585,12344
79423,"$75,000 under $100,000",1640,2100,3010,2768,100539,12964
79423,"$100,000 under $200,000",1880,4795,6598,6815,193903,32548
79423,"$200,000 or more",650,4884,4684,10878,320504,85870
,,,,,,,
79424,,20430,36652,44615,50475,1336035,264008
79424,"$1 under $25,000",5840,1096,1225,757,17129,1495
79424,"$25,000 under $50,000",3780,2594,3420,2162,74413,7823
79424,"$50,000 under $75,000",2930,4003,5354,3896,118058,14512
79424,"$75,000 under $100,000",2430,4805,6329,5146,149508,19556
79424,"$100,000 under $200,000",4040,13380,17546,15886,422024,71329
79424,"$200,000 or more",1410,10774,10741,22628,554903,149293
,,,,,,,
79501,,1380,259,432,741,37807,5478
79501,"$1 under $25,000",580,0,89,0,1174,106
79501,"$25,000 under $50,000",360,63,0,105,6357,638
79501,"$50,000 under $75,000",210,77,182,243,8253,970
79501,"$75,000 under $100,000",110,0,0,0,6595,816
79501,"$100,000 under $200,000",120,119,161,393,15428,2948
79501,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79502,,540,53,0,236,16582,2478
79502,"$1 under $25,000",200,0,0,0,519,49
79502,"$25,000 under $50,000",160,0,0,0,2886,290
79502,"$50,000 under $75,000",90,0,0,0,3515,413
79502,"$75,000 under $100,000",50,53,0,236,3248,426
79502,"$100,000 under $200,000",40,0,0,0,6414,1300
79502,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79504,,1130,312,584,495,33528,4604
79504,"$1 under $25,000",470,0,0,80,883,80
79504,"$25,000 under $50,000",280,54,0,0,4845,497
79504,"$50,000 under $75,000",160,77,223,115,6626,796
79504,"$75,000 under $100,000",90,0,0,0,5634,695
79504,"$100,000 under $200,000",130,181,361,300,15540,2536
79504,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79506,,280,42,0,0,10678,1650
79506,"$1 under $25,000",100,0,0,0,150,15
79506,"$25,000 under $50,000",70,0,0,0,1186,124
79506,"$50,000 under $75,000",50,42,0,0,1905,228
79506,"$75,000 under $100,000",20,0,0,0,1521,212
79506,"$100,000 under $200,000",40,0,0,0,5916,1071
79506,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79508,,580,332,660,602,23650,4159
79508,"$1 under $25,000",230,0,0,0,754,70
79508,"$25,000 under $50,000",140,0,0,0,2559,260
79508,"$50,000 under $75,000",80,130,204,239,3348,432
79508,"$75,000 under $100,000",50,0,0,0,3100,411
79508,"$100,000 under $200,000",60,202,456,363,6419,1097
79508,"$200,000 or more",20,0,0,0,7470,1889
,,,,,,,
79510,,3350,1035,3018,2046,97583,14205
79510,"$1 under $25,000",1300,63,0,134,2891,267
79510,"$25,000 under $50,000",900,154,394,265,15986,1610
79510,"$50,000 under $75,000",550,168,1566,357,21541,2546
79510,"$75,000 under $100,000",320,196,367,336,19740,2460
79510,"$100,000 under $200,000",240,261,691,650,23576,3845
79510,"$200,000 or more",40,193,0,304,13849,3477
,,,,,,,
79511,,650,158,259,624,33670,5371
79511,"$1 under $25,000",200,0,0,0,468,42
79511,"$25,000 under $50,000",150,70,110,152,2923,317
79511,"$50,000 under $75,000",90,0,0,0,3969,487
79511,"$75,000 under $100,000",70,0,0,0,4731,644
79511,"$100,000 under $200,000",120,88,149,472,12427,2162
79511,"$200,000 or more",20,0,0,0,9152,1719
,,,,,,,
79512,,2460,478,536,1391,87091,13635
79512,"$1 under $25,000",960,28,99,66,2354,223
79512,"$25,000 under $50,000",550,44,0,81,10515,1108
79512,"$50,000 under $75,000",400,40,149,125,16490,2024
79512,"$75,000 under $100,000",250,96,0,178,15785,2056
79512,"$100,000 under $200,000",250,193,288,486,25703,4321
79512,"$200,000 or more",50,77,0,455,16244,3903
,,,,,,,
79520,,950,184,224,483,25406,3828
79520,"$1 under $25,000",420,34,0,0,901,82
79520,"$25,000 under $50,000",250,0,0,0,4284,429
79520,"$50,000 under $75,000",130,74,131,246,4566,499
79520,"$75,000 under $100,000",70,0,0,0,4200,519
79520,"$100,000 under $200,000",80,76,93,237,11455,2299
79520,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79521,,1440,330,301,1209,40698,6294
79521,"$1 under $25,000",660,0,0,0,1227,114
79521,"$25,000 under $50,000",340,63,0,169,5974,587
79521,"$50,000 under $75,000",200,43,152,228,7757,916
79521,"$75,000 under $100,000",110,49,0,249,6953,898
79521,"$100,000 under $200,000",110,175,149,563,10735,1762
79521,"$200,000 or more",20,0,0,0,8052,2017
,,,,,,,
79525,,1220,353,655,729,36785,5259
79525,"$1 under $25,000",450,0,0,0,1104,101
79525,"$25,000 under $50,000",320,71,149,100,5688,567
79525,"$50,000 under $75,000",210,87,170,231,7794,866
79525,"$75,000 under $100,000",130,60,149,0,8289,1062
79525,"$100,000 under $200,000",110,135,187,398,13910,2663
79525,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79526,,450,181,275,341,20542,3377
79526,"$1 under $25,000",140,0,0,107,340,31
79526,"$25,000 under $50,000",100,88,0,0,1897,203
79526,"$50,000 under $75,000",70,0,0,0,3006,371
79526,"$75,000 under $100,000",50,0,0,0,3068,372
79526,"$100,000 under $200,000",90,93,275,234,12231,2400
79526,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79527,,210,0,0,0,12143,1432
79527,"$1 under $25,000",60,0,0,0,191,24
79527,"$25,000 under $50,000",60,0,0,0,1036,105
79527,"$50,000 under $75,000",30,0,0,0,1384,169
79527,"$75,000 under $100,000",20,0,0,0,1519,203
79527,"$100,000 under $200,000",40,0,0,0,8013,931
79527,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79528,,250,0,0,0,8038,1130
79528,"$1 under $25,000",100,0,0,0,247,25
79528,"$25,000 under $50,000",60,0,0,0,1240,129
79528,"$50,000 under $75,000",40,0,0,0,1575,190
79528,"$75,000 under $100,000",20,0,0,0,1490,189
79528,"$100,000 under $200,000",30,0,0,0,3486,597
79528,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79529,,550,47,0,209,14287,1748
79529,"$1 under $25,000",240,0,0,0,404,35
79529,"$25,000 under $50,000",130,0,0,0,2019,193
79529,"$50,000 under $75,000",90,47,0,209,3561,406
79529,"$75,000 under $100,000",50,0,0,0,3129,391
79529,"$100,000 under $200,000",40,0,0,0,5174,723
79529,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79530,,250,26,0,0,7815,1269
79530,"$1 under $25,000",100,26,0,0,200,21
79530,"$25,000 under $50,000",70,0,0,0,1375,145
79530,"$50,000 under $75,000",30,0,0,0,1343,181
79530,"$75,000 under $100,000",30,0,0,0,1491,174
79530,"$100,000 under $200,000",20,0,0,0,3406,748
79530,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79532,,390,0,0,0,10956,1547
79532,"$1 under $25,000",150,0,0,0,309,29
79532,"$25,000 under $50,000",110,0,0,0,2134,243
79532,"$50,000 under $75,000",60,0,0,0,2236,262
79532,"$75,000 under $100,000",30,0,0,0,1952,237
79532,"$100,000 under $200,000",40,0,0,0,4325,776
79532,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79533,,180,0,0,0,3202,357
79533,"$1 under $25,000",90,0,0,0,203,19
79533,"$25,000 under $50,000",50,0,0,0,810,74
79533,"$50,000 under $75,000",40,0,0,0,2189,264
79533,"$75,000 under $100,000",0,0,0,0,0,0
79533,"$100,000 under $200,000",0,0,0,0,0,0
79533,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79536,,2100,477,964,1285,64494,9336
79536,"$1 under $25,000",840,38,148,0,2060,186
79536,"$25,000 under $50,000",500,54,0,163,8767,877
79536,"$50,000 under $75,000",320,84,165,111,12916,1547
79536,"$75,000 under $100,000",230,101,234,252,14189,1781
79536,"$100,000 under $200,000",180,200,417,759,18243,3021
79536,"$200,000 or more",30,0,0,0,8319,1924
,,,,,,,
79538,,110,0,0,0,2225,299
79538,"$1 under $25,000",50,0,0,0,0,0
79538,"$25,000 under $50,000",30,0,0,0,553,52
79538,"$50,000 under $75,000",30,0,0,0,1672,247
79538,"$75,000 under $100,000",0,0,0,0,0,0
79538,"$100,000 under $200,000",0,0,0,0,0,0
79538,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79541,,330,119,361,354,13987,2278
79541,"$1 under $25,000",100,0,127,0,243,22
79541,"$25,000 under $50,000",80,0,0,115,1398,142
79541,"$50,000 under $75,000",50,37,0,0,1992,235
79541,"$75,000 under $100,000",40,0,0,0,2334,304
79541,"$100,000 under $200,000",60,82,234,239,8020,1575
79541,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79543,,490,68,129,289,15393,2150
79543,"$1 under $25,000",190,26,0,123,369,34
79543,"$25,000 under $50,000",110,0,0,0,1718,172
79543,"$50,000 under $75,000",70,0,129,0,2836,335
79543,"$75,000 under $100,000",50,42,0,0,3194,386
79543,"$100,000 under $200,000",70,0,0,166,7276,1223
79543,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79544,,170,0,0,0,3823,514
79544,"$1 under $25,000",90,0,0,0,139,11
79544,"$25,000 under $50,000",30,0,0,0,522,56
79544,"$50,000 under $75,000",20,0,0,0,906,107
79544,"$75,000 under $100,000",30,0,0,0,2256,340
79544,"$100,000 under $200,000",0,0,0,0,0,0
79544,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79545,,810,208,222,530,27639,4553
79545,"$1 under $25,000",300,0,0,0,694,64
79545,"$25,000 under $50,000",220,0,120,0,3986,386
79545,"$50,000 under $75,000",110,93,0,108,4289,494
79545,"$75,000 under $100,000",90,0,0,0,5397,672
79545,"$100,000 under $200,000",90,115,102,422,13273,2937
79545,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79546,,750,86,101,423,32974,6416
79546,"$1 under $25,000",280,0,0,0,689,60
79546,"$25,000 under $50,000",190,0,0,0,3421,361
79546,"$50,000 under $75,000",110,32,101,143,4595,563
79546,"$75,000 under $100,000",80,0,0,0,4880,628
79546,"$100,000 under $200,000",70,54,0,280,7159,1188
79546,"$200,000 or more",20,0,0,0,12230,3616
,,,,,,,
79547,,280,0,0,0,6732,853
79547,"$1 under $25,000",140,0,0,0,230,23
79547,"$25,000 under $50,000",50,0,0,0,887,83
79547,"$50,000 under $75,000",40,0,0,0,1465,155
79547,"$75,000 under $100,000",30,0,0,0,1537,202
79547,"$100,000 under $200,000",20,0,0,0,2613,390
79547,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79549,,5800,1969,2687,5168,242554,42163
79549,"$1 under $25,000",2100,76,0,126,4861,443
79549,"$25,000 under $50,000",1220,145,258,286,23622,2437
79549,"$50,000 under $75,000",980,232,411,418,39067,4653
79549,"$75,000 under $100,000",640,344,406,714,39576,5083
79549,"$100,000 under $200,000",690,733,1137,1658,72665,12444
79549,"$200,000 or more",170,439,475,1966,62763,17103
,,,,,,,
79553,,1350,378,332,877,35629,5600
79553,"$1 under $25,000",670,0,0,0,1277,116
79553,"$25,000 under $50,000",320,70,0,156,5073,491
79553,"$50,000 under $75,000",160,59,139,248,6029,692
79553,"$75,000 under $100,000",90,53,0,0,5619,670
79553,"$100,000 under $200,000",90,196,193,473,9866,1601
79553,"$200,000 or more",20,0,0,0,7765,2030
,,,,,,,
79556,,5450,1674,2294,3642,168221,27820
79556,"$1 under $25,000",2440,51,0,94,5651,504
79556,"$25,000 under $50,000",1310,141,544,266,24017,2396
79556,"$50,000 under $75,000",820,315,500,493,32278,3861
79556,"$75,000 under $100,000",400,189,282,414,24821,3348
79556,"$100,000 under $200,000",360,513,667,1243,37203,6155
79556,"$200,000 or more",120,465,301,1132,44251,11556
,,,,,,,
79561,,300,40,0,0,8524,1149
79561,"$1 under $25,000",100,0,0,0,253,25
79561,"$25,000 under $50,000",80,40,0,0,1339,136
79561,"$50,000 under $75,000",50,0,0,0,1819,199
79561,"$75,000 under $100,000",30,0,0,0,1653,222
79561,"$100,000 under $200,000",40,0,0,0,3460,567
79561,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79562,,1900,1526,3318,2845,102142,17903
79562,"$1 under $25,000",570,0,0,0,1384,131
79562,"$25,000 under $50,000",310,107,247,160,5817,611
79562,"$50,000 under $75,000",280,147,333,227,11037,1246
79562,"$75,000 under $100,000",280,267,624,412,16989,1982
79562,"$100,000 under $200,000",370,698,1528,1054,36960,6005
79562,"$200,000 or more",90,307,586,992,29955,7928
,,,,,,,
79563,,570,55,0,158,12651,1810
79563,"$1 under $25,000",280,0,0,0,654,58
79563,"$25,000 under $50,000",140,0,0,0,2643,282
79563,"$50,000 under $75,000",80,55,0,158,3285,411
79563,"$75,000 under $100,000",40,0,0,0,2244,276
79563,"$100,000 under $200,000",30,0,0,0,3825,783
79563,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79565,,160,0,0,0,6478,831
79565,"$1 under $25,000",40,0,0,0,0,0
79565,"$25,000 under $50,000",40,0,0,0,967,106
79565,"$50,000 under $75,000",30,0,0,0,1122,134
79565,"$75,000 under $100,000",50,0,0,0,4389,591
79565,"$100,000 under $200,000",0,0,0,0,0,0
79565,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79566,,110,0,0,0,3110,408
79566,"$1 under $25,000",40,0,0,0,0,0
79566,"$25,000 under $50,000",50,0,0,0,1207,113
79566,"$50,000 under $75,000",0,0,0,0,0,0
79566,"$75,000 under $100,000",20,0,0,0,1903,295
79566,"$100,000 under $200,000",0,0,0,0,0,0
79566,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79567,,1400,169,208,453,36479,5503
79567,"$1 under $25,000",650,0,0,0,1476,133
79567,"$25,000 under $50,000",360,0,0,0,6396,644
79567,"$50,000 under $75,000",190,94,0,209,7647,909
79567,"$75,000 under $100,000",100,0,208,0,6111,806
79567,"$100,000 under $200,000",80,75,0,244,8391,1420
79567,"$200,000 or more",20,0,0,0,6458,1591
,,,,,,,
79601,,7680,2996,3954,8889,210998,34069
79601,"$1 under $25,000",3770,176,271,376,9348,828
79601,"$25,000 under $50,000",1830,411,644,761,32994,3398
79601,"$50,000 under $75,000",920,477,808,1226,36493,4393
79601,"$75,000 under $100,000",550,501,653,1300,33949,4310
79601,"$100,000 under $200,000",510,957,1227,2709,52427,8601
79601,"$200,000 or more",100,474,351,2517,45787,12539
,,,,,,,
79602,,9790,8345,12064,15685,414791,76526
79602,"$1 under $25,000",3800,288,469,275,9685,860
79602,"$25,000 under $50,000",2270,902,1103,809,40472,3986
79602,"$50,000 under $75,000",1340,1075,1794,1400,51995,5861
79602,"$75,000 under $100,000",890,1156,1903,1532,54292,6875
79602,"$100,000 under $200,000",1150,2882,4674,5072,117043,19277
79602,"$200,000 or more",340,2042,2121,6597,141304,39667
,,,,,,,
79603,,10220,1024,1682,3006,173009,20852
79603,"$1 under $25,000",5390,81,151,127,13333,1166
79603,"$25,000 under $50,000",2880,214,382,395,49399,4770
79603,"$50,000 under $75,000",1160,243,440,721,44570,5177
79603,"$75,000 under $100,000",500,208,322,750,30328,3879
79603,"$100,000 under $200,000",270,278,387,1013,26628,4388
79603,"$200,000 or more",20,0,0,0,8751,1472
,,,,,,,
79605,,13610,4717,5777,13029,388008,63892
79605,"$1 under $25,000",6220,179,284,324,17559,1592
79605,"$25,000 under $50,000",3750,528,828,914,68789,6936
79605,"$50,000 under $75,000",1720,591,932,1377,68951,8279
79605,"$75,000 under $100,000",900,664,940,1617,55547,7194
79605,"$100,000 under $200,000",780,1394,1693,3053,80682,13497
79605,"$200,000 or more",240,1361,1100,5744,96480,26394
,,,,,,,
79606,,11170,9433,12601,17699,534284,99140
79606,"$1 under $25,000",3860,434,616,389,12405,1143
79606,"$25,000 under $50,000",2610,917,1369,1009,48880,4959
79606,"$50,000 under $75,000",1650,1310,1892,1646,66119,7783
79606,"$75,000 under $100,000",1230,1445,2248,2410,75591,9599
79606,"$100,000 under $200,000",1390,2894,4138,5391,141820,23508
79606,"$200,000 or more",430,2433,2338,6854,189469,52148
,,,,,,,
79607,,1170,88,256,146,15839,1406
79607,"$1 under $25,000",660,0,0,0,3602,359
79607,"$25,000 under $50,000",340,0,0,0,4100,202
79607,"$50,000 under $75,000",100,88,256,146,3532,267
79607,"$75,000 under $100,000",40,0,0,0,2080,202
79607,"$100,000 under $200,000",30,0,0,0,2525,376
79607,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79701,,13500,6276,7437,28227,696917,147625
79701,"$1 under $25,000",5590,203,219,228,13453,1221
79701,"$25,000 under $50,000",3520,377,757,549,66078,6753
79701,"$50,000 under $75,000",1880,480,790,942,74499,9011
79701,"$75,000 under $100,000",1050,672,976,893,65375,8954
79701,"$100,000 under $200,000",1000,1297,2240,2162,103588,17884
79701,"$200,000 or more",460,3247,2455,23453,373924,103802
,,,,,,,
79703,,10000,2968,5423,5255,382207,60926
79703,"$1 under $25,000",3150,127,218,172,9518,856
79703,"$25,000 under $50,000",2580,593,974,505,52752,5554
79703,"$50,000 under $75,000",1740,609,1231,908,72065,9191
79703,"$75,000 under $100,000",1170,502,985,835,73515,10066
79703,"$100,000 under $200,000",1220,911,1788,1881,123647,21056
79703,"$200,000 or more",140,226,227,954,50710,14203
,,,,,,,
79705,,16360,19374,24644,72527,1729911,398237
79705,"$1 under $25,000",4710,414,474,338,13883,1288
79705,"$25,000 under $50,000",3320,815,1242,991,67892,7349
79705,"$50,000 under $75,000",2320,1604,2413,1694,97916,12890
79705,"$75,000 under $100,000",1610,1776,2676,2316,101307,14360
79705,"$100,000 under $200,000",2870,6122,9821,8593,311051,55109
79705,"$200,000 or more",1530,8643,8018,58595,1137862,307241
,,,,,,,
79706,,9850,5056,9964,9497,529862,103109
79706,"$1 under $25,000",3260,110,202,112,8383,779
79706,"$25,000 under $50,000",2120,296,640,438,39835,3976
79706,"$50,000 under $75,000",1480,420,1015,718,58832,7152
79706,"$75,000 under $100,000",1010,657,1402,1196,62519,8380
79706,"$100,000 under $200,000",1570,2166,4510,3036,166162,28436
79706,"$200,000 or more",410,1407,2195,3997,194131,54386
,,,,,,,
79707,,16160,26658,33700,57731,1725815,404987
79707,"$1 under $25,000",4020,412,662,404,12124,1099
79707,"$25,000 under $50,000",2990,925,1234,1109,63744,7071
79707,"$50,000 under $75,000",2170,1587,2498,2217,91904,12496
79707,"$75,000 under $100,000",1660,2153,3241,2523,105998,15451
79707,"$100,000 under $200,000",3280,8899,13241,10422,365041,65352
79707,"$200,000 or more",2040,12682,12824,41056,1087004,303518
,,,,,,,
79713,,270,0,0,399,21938,5040
79713,"$1 under $25,000",70,0,0,0,211,22
79713,"$25,000 under $50,000",60,0,0,0,1008,106
79713,"$50,000 under $75,000",40,0,0,0,1636,183
79713,"$75,000 under $100,000",30,0,0,0,1804,246
79713,"$100,000 under $200,000",40,0,0,399,4278,740
79713,"$200,000 or more",30,0,0,0,13001,3743
,,,,,,,
79714,,7290,3191,5953,8221,392952,73741
79714,"$1 under $25,000",2160,46,0,121,5158,474
79714,"$25,000 under $50,000",1410,149,484,323,27524,2791
79714,"$50,000 under $75,000",1230,345,601,348,49965,6013
79714,"$75,000 under $100,000",990,421,926,701,60883,8020
79714,"$100,000 under $200,000",1170,1264,2580,2143,123808,21309
79714,"$200,000 or more",330,966,1362,4585,125614,35134
,,,,,,,
79718,,270,0,0,0,6366,890
79718,"$1 under $25,000",110,0,0,0,240,22
79718,"$25,000 under $50,000",70,0,0,0,1134,99
79718,"$50,000 under $75,000",50,0,0,0,1912,233
79718,"$75,000 under $100,000",40,0,0,0,3080,536
79718,"$100,000 under $200,000",0,0,0,0,0,0
79718,"$200,000 or more",0,0,0,0,0,0
,,,,,,,
79720,,11960,3174,4344,9471,465573,84513
79720,"$1 under $25,000",4590,71,146,148,11886,1113
79720,"$25,000 under $50,000",3040,237,393,682,58418,6070
79720,"$50,000 under $75,000",1790,348,606,975,73334,9119
79720,"$75,000 under $100,000",1070,402,722,942,67034,8955
79720,"$100,000 under $200,000",1150,1118,1738,2810,119532,20493
79720,"$200,000 or more",320,998,739,3914,135369,38763
,,,,,,,
79731,,1990,281,502,1084,81261,13009
79731,"$1 under $25,000",610,0,0,0,1378,124
79731,"$25,000 under $50,000",430,68,0,174,7903,787
79731,"$50,000 under $75,000",360,34,204,161,14521,1743
79731,"$75,000 under $100,000",290,32,0,117,17625,2303
79731,"$100,000 under $200,000",270,147,298,632,28498,4883
79731,"$200,000 or more",30,0,0,0,11336,3169
,,,,,,,
79734,,920,476,578,1236,36828,6519
79734,"$1 under $25,000",330,0,0,0,849,77
79734,"$25,000 under $50,000",240,67,0,75,4147,442
79734,"$50,000 under $75,000",140,92,308,199,5212,631
79734,"$75,000 under $100,000",90,77,0,149,5436,725
79734,"$100,000 under $200,000",90,240,270,813,9103,1502
79734,"$200,000 or more",30,0,0,0,12081,3142
,,,,,,,
79735,,4970,1105,2032,1979,153453,24632
